Teams,Logos,Beers,Brewery,Stadium Name,City,Latitude,Longitude
Los Angeles Angels of Anaheim,images/Anaheim-Angels-Logo.png,Goose Island Beer Co. India Pale Ale,Goose Island Beer Co.,Angel Stadium of Anaheim,"Anaheim, CA",33.799925,-117.883194
Los Angeles Angels of Anaheim,images/Anaheim-Angels-Logo.png,New Belgium Brewing Ranger,New Belgium Brewing,Angel Stadium of Anaheim,"Anaheim, CA",33.799925,-117.883194
Los Angeles Dodgers,images/Los-Angeles-Dodgers-Logo.png,Stone Brewing Co. Stone IPA,Firestone Walker Brewing Co.,Dodger Stadium,"Los Angeles, CA",34.072724,-118.240646
Los Angeles Dodgers,images/Los-Angeles-Dodgers-Logo.png,Stone Brewing Co. Arrogant Bastard Ale,Arrogant Consortia,Dodger Stadium,"Los Angeles, CA",34.072724,-118.240646
Los Angeles Dodgers,images/Los-Angeles-Dodgers-Logo.png,Stone Brewing Co. Smoked Porter,Stone Brewing,Dodger Stadium,"Los Angeles, CA",34.072724,-118.240646
Los Angeles Dodgers,images/Los-Angeles-Dodgers-Logo.png,Anchor Brewing Company Anchor Steam Beer,Anchor Brewing Company,Dodger Stadium,"Los Angeles, CA",34.072724,-118.240646
Miami Marlins,images/Miami-Marlins-Logo.png,Goose Island Beer Co. Sofie,Goose Island Beer Co.,Marlins Park,"Miami, FL",25.778655,-80.220305
Miami Marlins,images/Miami-Marlins-Logo.png,Goose Island Beer Co. Matilda,Goose Island Beer Co.,Marlins Park,"Miami, FL",25.778655,-80.220305
Miami Marlins,images/Miami-Marlins-Logo.png,Goose Island Beer Co.India Pale Ale,,Marlins Park,"Miami, FL",25.778655,-80.220305
Miami Marlins,images/Miami-Marlins-Logo.png,Sweetwater Brewing Co. IPA,,Marlins Park,"Miami, FL",25.778655,-80.220305
Milwaukee Brewers,images/Milwaukee-Brewers-Logo.png,Sierra Nevada Torpedo Extra IPA,Sierra Nevada Brewing Co.,Miller Park,"Milwaukee, WI",43.027982,-87.971165
Milwaukee Brewers,images/Milwaukee-Brewers-Logo.png,Sierra Nevada Pale Ale,Sierra Nevada Brewing Co.,Miller Park,"Milwaukee, WI",43.027982,-87.971165
Milwaukee Brewers,images/Milwaukee-Brewers-Logo.png,Bell's Oberon Ale,Bell's Brewery - Eccentric Caf?? & General Store,Miller Park,"Milwaukee, WI",43.027982,-87.971165
Milwaukee Brewers,images/Milwaukee-Brewers-Logo.png,Milwaukee Brewing Company O-Gii,Milwaukee Brewing Company,Miller Park,"Milwaukee, WI",43.027982,-87.971165
Milwaukee Brewers,images/Milwaukee-Brewers-Logo.png,New Belgium Brewing Ranger,New Belgium Brewing,Miller Park,"Milwaukee, WI",43.027982,-87.971165
Minnesota Twins,images/Minnesota-Twins-Logo.png,Indeed Dandy Lager, Indeed Brewing Company ,Target Field,"Minneapolis, MN",44.981713,-93.277347
Minnesota Twins,images/Minnesota-Twins-Logo.png,Indeed Day Tripper,Indeed Brewing Company,Target Field,"Minneapolis, MN",44.981713,-93.277347
Minnesota Twins,images/Minnesota-Twins-Logo.png,Indeed Shenanigans,Indeed Brewing Company,Target Field,"Minneapolis, MN",44.981713,-93.277347
Minnesota Twins,images/Minnesota-Twins-Logo.png,Summit EPA,,Target Field,"Minneapolis, MN",44.981713,-93.277347
Minnesota Twins,images/Minnesota-Twins-Logo.png,Summit Hopvale, Summit Brewing Company ,Target Field,"Minneapolis, MN",44.981713,-93.277347
Minnesota Twins,images/Minnesota-Twins-Logo.png,Summit Maibock,Summit Brewing Company,Target Field,"Minneapolis, MN",44.981713,-93.277347
Minnesota Twins,images/Minnesota-Twins-Logo.png,Summit Saga,Summit Brewing Company,Target Field,"Minneapolis, MN",44.981713,-93.277347
Minnesota Twins,images/Minnesota-Twins-Logo.png,Surly Furious,Surly Brewing Company,Target Field,"Minneapolis, MN",44.981713,-93.277347
Minnesota Twins,images/Minnesota-Twins-Logo.png,Surly Bender,Surly Brewing Company,Target Field,"Minneapolis, MN",44.981713,-93.277347
Minnesota Twins,images/Minnesota-Twins-Logo.png,Surly Hell,Surly Brewing Company,Target Field,"Minneapolis, MN",44.981713,-93.277347
Minnesota Twins,images/Minnesota-Twins-Logo.png,Fulton Lonely Blonde,Fulton Beer,Target Field,"Minneapolis, MN",44.981713,-93.277347
Minnesota Twins,images/Minnesota-Twins-Logo.png,Fulton Sweet Child of Vine,Fulton Beer,Target Field,"Minneapolis, MN",44.981713,-93.277347
Minnesota Twins,images/Minnesota-Twins-Logo.png,Grainbelt Premium,,Target Field,"Minneapolis, MN",44.981713,-93.277347
Minnesota Twins,images/Minnesota-Twins-Logo.png,Grainbelt Nordeast,,Target Field,"Minneapolis, MN",44.981713,-93.277347
Minnesota Twins,images/Minnesota-Twins-Logo.png,Grainbelt Light,,Target Field,"Minneapolis, MN",44.981713,-93.277347
Minnesota Twins,images/Minnesota-Twins-Logo.png,Third Street Three Way,Third Street Brewhouse,Target Field,"Minneapolis, MN",44.981713,-93.277347
Minnesota Twins,images/Minnesota-Twins-Logo.png,Third Street Lost Trout, Third Street Brewhouse ,Target Field,"Minneapolis, MN",44.981713,-93.277347
Minnesota Twins,images/Minnesota-Twins-Logo.png,Lift Bridge Farm Girl,Lift Bridge Brewery,Target Field,"Minneapolis, MN",44.981713,-93.277347
Minnesota Twins,images/Minnesota-Twins-Logo.png,Lift Bridge Hop Dish,Lift Bridge Brewery,Target Field,"Minneapolis, MN",44.981713,-93.277347
Minnesota Twins,images/Minnesota-Twins-Logo.png,Bauhaus Brew Labs Wonderstuff Ne?? Bohemian Pilsner,,Target Field,"Minneapolis, MN",44.981713,-93.277347
Minnesota Twins,images/Minnesota-Twins-Logo.png,Bauhaus Brew Labs Sky-Five!,,Target Field,"Minneapolis, MN",44.981713,-93.277347
Minnesota Twins,images/Minnesota-Twins-Logo.png,Bauhaus Brew Labs Midwest C??ast IPA,,Target Field,"Minneapolis, MN",44.981713,-93.277347
Minnesota Twins,images/Minnesota-Twins-Logo.png,Bauhaus Brew Labs Stargrazer (rotating),,Target Field,"Minneapolis, MN",44.981713,-93.277347
Minnesota Twins,images/Minnesota-Twins-Logo.png,Bauhaus Brew Labs Wagon Party (rotating),,Target Field,"Minneapolis, MN",44.981713,-93.277347
Minnesota Twins,images/Minnesota-Twins-Logo.png,North Lake Brewing Company Honey Brown Lager,,Target Field,"Minneapolis, MN",44.981713,-93.277347
New York Mets,images/New-York-Mets-Logo.png,Spaten-Franziskaner-Br??u Franziskaner Hefe-Weisse,Spaten-Franziskaner-Br??u,Citi Field,"New York, NY",40.756337,-73.846043
New York Mets,images/New-York-Mets-Logo.png,Sixpoint Brewery Bengali Tiger,Sixpoint Brewery,Citi Field,"New York, NY",40.756337,-73.846043
New York Mets,images/New-York-Mets-Logo.png,Sixpoint Brewery Sweet Action,Sixpoint Brewery,Citi Field,"New York, NY",40.756337,-73.846043
New York Mets,images/New-York-Mets-Logo.png,Sixpoint Brewery The Crisp, Sixpoint Brewery ,Citi Field,"New York, NY",40.756337,-73.846043
New York Mets,images/New-York-Mets-Logo.png,Southern Tier Brewing Company IPA,Southern Tier Brewing Company,Citi Field,"New York, NY",40.756337,-73.846043
New York Yankees,images/New-York-Yankees-logo.png,Goose Island Beer Co. Honker's Ale??,,Yankee Stadium,"Bronx, NY",40.829327,-73.927735
New York Yankees,images/New-York-Yankees-logo.png,Blue Moon Belgian White??,,Yankee Stadium,"Bronx, NY",40.829327,-73.927735
New York Yankees,images/New-York-Yankees-logo.png,Goose Island Beer Co. 312 Urban Wheat , Goose Island Beer Co. ,Yankee Stadium,"Bronx, NY",40.829327,-73.927735
Oakland Athletics,images/Oakland-Athletics-Logo.png,Strike Brewing Co. Wit,Strike Brewing Co.,Yankee Stadium,"Bronx, NY",40.829327,-73.927735
Oakland Athletics,images/Oakland-Athletics-Logo.png,Strike Brewing Co. Brow,Strike Brewing Co.,O.co Coliseum,"Oakland, CA",37.751605,-122.200523
Oakland Athletics,images/Oakland-Athletics-Logo.png,Strike Brewing Co. Opening Pitch Pale Ale,,O.co Coliseum,"Oakland, CA",37.751605,-122.200523
Oakland Athletics,images/Oakland-Athletics-Logo.png,Strike Brewing Co. IPA,Strike Brewing Co.,O.co Coliseum,"Oakland, CA",37.751605,-122.200523
Oakland Athletics,images/Oakland-Athletics-Logo.png,Strike Brewing Co. Blonde,Strike Brewing Co.,O.co Coliseum,"Oakland, CA",37.751605,-122.200523
Oakland Athletics,images/Oakland-Athletics-Logo.png,Strike Brewing Co. Irish Red Ale, Strike Brewing Co. ,O.co Coliseum,"Oakland, CA",37.751605,-122.200523
Oakland Athletics,images/Oakland-Athletics-Logo.png,Sierra Nevada Torpedo Extra IPA,Sierra Nevada Brewing Co.,O.co Coliseum,"Oakland, CA",37.751605,-122.200523
Oakland Athletics,images/Oakland-Athletics-Logo.png,Sierra Nevada Pale Ale,Sierra Nevada Brewing Co.,O.co Coliseum,"Oakland, CA",37.751605,-122.200523
Oakland Athletics,images/Oakland-Athletics-Logo.png,Drake's 1500 Pale Ale,Drake's Brewing Co.,O.co Coliseum,"Oakland, CA",37.751605,-122.200523
Oakland Athletics,images/Oakland-Athletics-Logo.png,Drake's IPA,Drake's Brewing Co.,O.co Coliseum,"Oakland, CA",37.751605,-122.200523
Oakland Athletics,images/Oakland-Athletics-Logo.png,Trumer Pil,Trumer Brauerei Berkeley,O.co Coliseum,"Oakland, CA",37.751605,-122.200523
Philadelphia Phillies,images/Philadelphia-Phllies-Logo.png,Ommegang Rare Vos, Brewery Ommegang ,Citizens Bank Park,"Philadelphia, PA",39.905547,-75.166589
Philadelphia Phillies,images/Philadelphia-Phllies-Logo.png,Victory Brewing Company Hop Devil Ale,,Citizens Bank Park,"Philadelphia, PA",39.905547,-75.166589
Philadelphia Phillies,images/Philadelphia-Phllies-Logo.png,Victory Brewing Company Prima Pils,Victory Brewing Company - Downingtown,Citizens Bank Park,"Philadelphia, PA",39.905547,-75.166589
Philadelphia Phillies,images/Philadelphia-Phllies-Logo.png,Victory Brewing Company,Victory Brewing Company - Downingtown,Citizens Bank Park,"Philadelphia, PA",39.905547,-75.166589
Philadelphia Phillies,images/Philadelphia-Phllies-Logo.png,Sly Fox Brewing Company Pikeland Pils, Sly Fox Brewing Company ,Citizens Bank Park,"Philadelphia, PA",39.905547,-75.166589
Pittsburgh Pirates,images/Pittsburgh-Pirates-Logo.png,Bell's Two Hearted Ale,Bell's Brewery - Eccentric Caf?? & General Store,PNC Park,"Pittsburgh, PA",40.447307,-80.006841
Pittsburgh Pirates,images/Pittsburgh-Pirates-Logo.png,Lagunitas A Little Sumpin' Sumpin' Ale,Lagunitas Brewing Company,PNC Park,"Pittsburgh, PA",40.447307,-80.006841
Pittsburgh Pirates,images/Pittsburgh-Pirates-Logo.png,Dogfish Head Indian Brown Ale,Dogfish Head Craft Brewery,PNC Park,"Pittsburgh, PA",40.447307,-80.006841
Pittsburgh Pirates,images/Pittsburgh-Pirates-Logo.png,Dogfish Head 60 Minute IPA, Dogfish Head Craft Brewery ,PNC Park,"Pittsburgh, PA",40.447307,-80.006841
Pittsburgh Pirates,images/Pittsburgh-Pirates-Logo.png,Victory Hop Devil Ale,,PNC Park,"Pittsburgh, PA",40.447307,-80.006841
San Diego Padres,images/San-Diego-Padres-Logo.png,Ballast Point Brewing Co. Sculpin IPA,,Petco Park,"San Diego, CA",32.70771,-117.157097
San Diego Padres,images/San-Diego-Padres-Logo.png,Stone Brewing Co. Ruination IPA,,Petco Park,"San Diego, CA",32.70771,-117.157097
San Diego Padres,images/San-Diego-Padres-Logo.png,Stone Brewing Co. Oaked Arrogant Bastard Ale,,Petco Park,"San Diego, CA",32.70771,-117.157097
San Diego Padres,images/San-Diego-Padres-Logo.png,Stone Brewing Co. Sublimely Self-Righteous Ale,,Petco Park,"San Diego, CA",32.70771,-117.157097
San Diego Padres,images/San-Diego-Padres-Logo.png,Green Flash West Coast I.P.A.,,Petco Park,"San Diego, CA",32.70771,-117.157097
San Francisco Giants,images/San-Francisco-Giants-Logo.png,Anchor Porter,Anchor Brewing Company,AT&T Park,"San Francisco, CA",37.778473,-122.389595
San Francisco Giants,images/San-Francisco-Giants-Logo.png,Sierra Nevada Pale Ale,Sierra Nevada Brewing Co.,AT&T Park,"San Francisco, CA",37.778473,-122.389595
San Francisco Giants,images/San-Francisco-Giants-Logo.png,Anchor Steam Beer,Anchor Brewing Company,AT&T Park,"San Francisco, CA",37.778473,-122.389595
San Francisco Giants,images/San-Francisco-Giants-Logo.png,Lagunitas IPA,Lagunitas Brewing Company,AT&T Park,"San Francisco, CA",37.778473,-122.389595
San Francisco Giants,images/San-Francisco-Giants-Logo.png,Trumer Pils,Trumer Brauerei Berkeley,AT&T Park,"San Francisco, CA",37.778473,-122.389595
Seattle Mariners,images/Seattle-Mariners-Logo.png,Ninkasi Vanilla Oatis Stout,,Safeco Field,"Seattle, WA",47.591358,-122.332283
Seattle Mariners,images/Seattle-Mariners-Logo.png,Northwest Brewing Joker Amber Ale,,Safeco Field,"Seattle, WA",47.591358,-122.332283
Seattle Mariners,images/Seattle-Mariners-Logo.png,Black Raven Trickster IPA, Black Raven Brewing Co. ,Safeco Field,"Seattle, WA",47.591358,-122.332283
Seattle Mariners,images/Seattle-Mariners-Logo.png,Black Raven Session IPA,Black Raven Brewing Co.,Safeco Field,"Seattle, WA",47.591358,-122.332283
Seattle Mariners,images/Seattle-Mariners-Logo.png,Fremont Interurban IPA,Fremont Brewing Company,Safeco Field,"Seattle, WA",47.591358,-122.332283
Seattle Mariners,images/Seattle-Mariners-Logo.png,Iron Horse Brewing Irish Death,,Safeco Field,"Seattle, WA",47.591358,-122.332283
Seattle Mariners,images/Seattle-Mariners-Logo.png,Spire Dark &amp; Dry cider,,Safeco Field,"Seattle, WA",47.591358,-122.332283
Seattle Mariners,images/Seattle-Mariners-Logo.png,Stone Brewing Company IPA,Saucony Creek Brewing Company + Gastropub,Safeco Field,"Seattle, WA",47.591358,-122.332283
Seattle Mariners,images/Seattle-Mariners-Logo.png,Schooner Exact King Street Brown, Schooner Exact Brewing Company ,Safeco Field,"Seattle, WA",47.591358,-122.332283
Seattle Mariners,images/Seattle-Mariners-Logo.png,Pike 5X Stout,,Safeco Field,"Seattle, WA",47.591358,-122.332283
Seattle Mariners,images/Seattle-Mariners-Logo.png,Pike Kilt Lifter,Pike Brewing Company,Safeco Field,"Seattle, WA",47.591358,-122.332283
Seattle Mariners,images/Seattle-Mariners-Logo.png,Pike Naughty Nellie, Pike Brewing Company ,Safeco Field,"Seattle, WA",47.591358,-122.332283
Seattle Mariners,images/Seattle-Mariners-Logo.png,21st Amendment Watermelon wheat, 21st Amendment Brewery ,Safeco Field,"Seattle, WA",47.591358,-122.332283
Seattle Mariners,images/Seattle-Mariners-Logo.png,7 Seas Port Royal stout,7 Seas Brewery and Taproom,Safeco Field,"Seattle, WA",47.591358,-122.332283
Seattle Mariners,images/Seattle-Mariners-Logo.png,Full Sail Amber,Full Sail Brewing Company,Safeco Field,"Seattle, WA",47.591358,-122.332283
Seattle Mariners,images/Seattle-Mariners-Logo.png,Victory Prima Pils,Victory Brewing Company - Downingtown,Safeco Field,"Seattle, WA",47.591358,-122.332283
Seattle Mariners,images/Seattle-Mariners-Logo.png,Bale Breaker Top Cutter IPA,,Safeco Field,"Seattle, WA",47.591358,-122.332283
Seattle Mariners,images/Seattle-Mariners-Logo.png,Rogue Hazlenut Brown Ale,,Safeco Field,"Seattle, WA",47.591358,-122.332283
Seattle Mariners,images/Seattle-Mariners-Logo.png,Two Beers EVO IPA,Two Beers Brewing Co.,Safeco Field,"Seattle, WA",47.591358,-122.332283
Seattle Mariners,images/Seattle-Mariners-Logo.png,Diamond Knot IPA,Diamond Knot Brewery,Safeco Field,"Seattle, WA",47.591358,-122.332283
St. Louis Cardinals,images/St.-Louis-Cardinals-Logo.png,Goose Island IPA??,,Busch Stadium,"St. Louis, MO",38.622317,-90.193891
St. Louis Cardinals,images/St.-Louis-Cardinals-Logo.png,Goose Island Honkers??,,Busch Stadium,"St. Louis, MO",38.622317,-90.193891
St. Louis Cardinals,images/St.-Louis-Cardinals-Logo.png,O'Fallon Wheach,O'Fallon Brewery,Busch Stadium,"St. Louis, MO",38.622317,-90.193891
St. Louis Cardinals,images/St.-Louis-Cardinals-Logo.png,Shock Top Wheat,Anheuser-Busch,Busch Stadium,"St. Louis, MO",38.622317,-90.193891
St. Louis Cardinals,images/St.-Louis-Cardinals-Logo.png,Schlafly Pale Ale,The Schlafly Tap Room,Busch Stadium,"St. Louis, MO",38.622317,-90.193891
St. Louis Cardinals,images/St.-Louis-Cardinals-Logo.png,Schlafly Summer Lager, The Schlafly Tap Room ,Busch Stadium,"St. Louis, MO",38.622317,-90.193891
St. Louis Cardinals,images/St.-Louis-Cardinals-Logo.png,Schlafly Raspberry Hefeweize, The Schlafly Tap Room ,Busch Stadium,"St. Louis, MO",38.622317,-90.193891
St. Louis Cardinals,images/St.-Louis-Cardinals-Logo.png,Urban Chestnut Zwickel,Urban Chestnut Brewing Company - Midtown Brewery & Biergarten,Busch Stadium,"St. Louis, MO",38.622317,-90.193891
St. Louis Cardinals,images/St.-Louis-Cardinals-Logo.png,Urban Chestnut Stli, Urban Chestnut Brewing Company - Midtown Brewery & Biergarten ,Busch Stadium,"St. Louis, MO",38.622317,-90.193891
St. Louis Cardinals,images/St.-Louis-Cardinals-Logo.png,Urban Chestnut Hopfe,Urban Chestnut Brewing Company - Midtown Brewery & Biergarten,Busch Stadium,"St. Louis, MO",38.622317,-90.193891
St. Louis Cardinals,images/St.-Louis-Cardinals-Logo.png,Sam Adams Boston Lager,Boston Beer Company (Samuel Adams),Busch Stadium,"St. Louis, MO",38.622317,-90.193891
St. Louis Cardinals,images/St.-Louis-Cardinals-Logo.png,Boulevard Brewing Co.,Boulevard Brewing Co.,Busch Stadium,"St. Louis, MO",38.622317,-90.193891
St. Louis Cardinals,images/St.-Louis-Cardinals-Logo.png,Ranger IPA,,Busch Stadium,"St. Louis, MO",38.622317,-90.193891
St. Louis Cardinals,images/St.-Louis-Cardinals-Logo.png,Blue Moon??,,Busch Stadium,"St. Louis, MO",38.622317,-90.193891
St. Louis Cardinals,images/St.-Louis-Cardinals-Logo.png,Leinenkugel ,Jacob Leinenkugel Brewing Company,Busch Stadium,"St. Louis, MO",38.622317,-90.193891
Tampa Bay Rays,images/Tampa-Bay-Rays-logo.png,Samuel Adams Boston Lager,Boston Beer Company (Samuel Adams),Tropicana Field,"St. Petersburg, FL",27.76816,-82.653465
Tampa Bay Rays,images/Tampa-Bay-Rays-logo.png,New Belgium Fat Tire Amber Ale, New Belgium Brewing ,Tropicana Field,"St. Petersburg, FL",27.76816,-82.653465
Tampa Bay Rays,images/Tampa-Bay-Rays-logo.png,Blue Moon Belgian White, Coors Brewing Company (Molson-Coors) ,Tropicana Field,"St. Petersburg, FL",27.76816,-82.653465
Tampa Bay Rays,images/Tampa-Bay-Rays-logo.png,Batch 19,Coors Brewing Company (Molson-Coors),Tropicana Field,"St. Petersburg, FL",27.76816,-82.653465
Tampa Bay Rays,images/Tampa-Bay-Rays-logo.png,Leinenkugel's Summer Shandy ,Jacob Leinenkugel Brewing Company,Tropicana Field,"St. Petersburg, FL",27.76816,-82.653465
Texas Rangers,images/Texas-Rangers-Logo.png,Sierra Nevada Pale Ale,Sierra Nevada Brewing Co.,Globe Life Park in Arlington,"Arlington, TX",32.751147,-97.082454
Texas Rangers,images/Texas-Rangers-Logo.png,Oskar Blues Dale's Pale Ale,Oskar Blues Grill & Brew,Globe Life Park in Arlington,"Arlington, TX",32.751147,-97.082454
Texas Rangers,images/Texas-Rangers-Logo.png,Founders All Day IPA,Founders Brewing Company,Globe Life Park in Arlington,"Arlington, TX",32.751147,-97.082454
Texas Rangers,images/Texas-Rangers-Logo.png,Odell 90 Shilling Ale,,Globe Life Park in Arlington,"Arlington, TX",32.751147,-97.082454
Texas Rangers,images/Texas-Rangers-Logo.png,Franconia Lager,Franconia Brewing Company,Globe Life Park in Arlington,"Arlington, TX",32.751147,-97.082454
Toronto Blue Jays,images/Toronto-Blue-Jays-logo.png,Alexander Keith's Galaxy Hop Ale, Alexander Keith's ,Rogers Centre,"Toronto, ON",43.641111,-79.389675
Toronto Blue Jays,images/Toronto-Blue-Jays-logo.png,Alexander Keith's Hallertauer Hope Ale,,Rogers Centre,"Toronto, ON",43.641111,-79.389675
Toronto Blue Jays,images/Toronto-Blue-Jays-logo.png,Alexander Keith's Cascade Hop Ale, Alexander Keith's ,Rogers Centre,"Toronto, ON",43.641111,-79.389675
Toronto Blue Jays,images/Toronto-Blue-Jays-logo.png,Stella Artois,Stella Artois,Rogers Centre,"Toronto, ON",43.641111,-79.389675
Toronto Blue Jays,images/Toronto-Blue-Jays-logo.png,Labatt Canadian Ale/Labatt 50,,Rogers Centre,"Toronto, ON",43.641111,-79.389675
Washington Nationals,images/Washington-Nationals-Logo.png,Dogfish Head Brewery 60 Minute IPA, Dogfish Head Craft Brewery ,Nationals Park,"Washington, DC",38.87301,-77.007457
Washington Nationals,images/Washington-Nationals-Logo.png,Flying Dog Brewery Gonzo Imperial Porter,Flying Dog Brewery,Nationals Park,"Washington, DC",38.87301,-77.007457
Washington Nationals,images/Washington-Nationals-Logo.png,Sierra Nevada Pale Ale,Sierra Nevada Brewing Co.,Nationals Park,"Washington, DC",38.87301,-77.007457
Washington Nationals,images/Washington-Nationals-Logo.png,Boulevard Brewing Co. Dark Truth Stout,,Nationals Park,"Washington, DC",38.87301,-77.007457
Washington Nationals,,Allagash Saison Ale,Allagash Brewing Company,Nationals Park,"Washington, DC",38.87301,-77.007457
